鄉鎮市區,有無車位,租賃層次,總樓層數,建物型態,屋齡,坪數,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,有無附傢俱,總額元
3,0,6,10,2,43,54,4,2,2,1,1,1,47000
3,0,11,15,3,12,24,1,1,1,1,1,1,29000
3,0,11,15,3,12,18,1,1,1,1,1,1,35000
3,0,5,10,2,37,48,4,2,2,1,1,0,38000
5,0,3,15,4,38,48,3,2,2,1,1,1,38000
3,0,5,10,3,13,24,1,1,1,1,1,1,23000
3,0,5,15,4,19,24,2,2,1,1,1,1,59000
5,0,3,5,1,42,36,3,2,1,1,1,1,20000
10,0,1,10,2,9,72,3,2,3,1,1,1,53000
8,0,4,15,4,11,18,1,1,1,1,1,1,29000
8,0,6,10,2,10,36,2,2,2,1,1,1,59000
9,0,14,20,4,13,30,2,2,1,1,1,1,80000
9,0,2,5,1,15,24,2,2,1,1,0,1,26000
9,0,10,15,4,15,24,1,1,1,1,0,1,50000
10,0,13,20,4,5,72,3,2,2,1,1,1,95000
7,0,8,15,4,7,60,3,1,2,1,1,1,62000
7,0,7,10,2,14,18,3,3,3,1,1,1,14000
7,0,3,10,2,13,42,3,2,2,1,1,1,26000
0,0,8,10,2,15,30,2,2,1,1,1,1,62000
0,0,1,10,2,35,36,3,2,2,1,1,1,74000
0,0,6,15,4,8,78,5,2,2,1,1,1,101000
11,0,7,15,4,3,30,2,1,1,1,1,1,50000
1,0,8,15,4,5,18,2,1,1,1,1,1,29000
1,0,4,10,2,9,24,2,1,1,1,1,1,59000
4,0,4,15,4,14,24,1,1,1,1,1,1,53000
4,0,3,15,4,5,36,2,2,2,1,1,1,56000
2,0,4,15,4,39,12,5,5,5,1,1,1,17000
2,0,3,10,2,12,24,1,1,1,1,1,1,68000
4,0,3,5,1,15,18,2,1,1,1,0,0,20000
4,0,3,15,4,21,24,2,2,1,1,1,1,35000
6,0,11,15,4,37,30,2,1,1,1,1,1,20000
6,0,1,5,1,39,30,2,2,1,1,0,0,20000
6,0,2,15,4,5,72,4,2,2,1,1,0,47000
4,0,1,5,1,35,30,2,1,1,1,0,1,29000
2,0,12,15,4,37,36,3,2,2,1,1,1,44000
2,0,5,15,4,36,48,4,2,2,1,1,1,44000
2,0,4,5,1,15,36,3,2,2,1,0,0,32000
2,0,4,10,2,13,48,3,2,1,1,1,1,62000
2,0,8,15,4,33,12,5,1,1,1,1,1,14000
2,0,7,10,2,11,18,3,2,2,1,1,1,50000
2,0,4,15,3,11,12,1,1,1,1,1,1,29000
1,0,2,10,2,12,30,2,2,1,1,1,1,38000
4,0,3,5,1,15,36,2,1,1,1,0,0,29000
4,0,-1,10,0,38,102,1,1,1,1,1,0,80000
1,0,12,15,4,14,18,2,1,1,1,1,1,23000
7,0,4,5,1,41,36,4,2,2,1,0,1,20000
0,0,2,15,4,12,66,4,2,2,1,1,1,65000
7,0,1,15,4,19,42,3,2,2,1,1,1,38000
7,0,3,20,4,11,30,2,1,1,1,1,1,32000
7,0,5,15,4,26,36,1,1,1,1,1,1,20000
7,0,11,15,4,11,96,4,2,3,1,1,1,122000
9,0,12,15,4,15,36,3,2,1,1,1,1,32000
8,0,2,10,2,33,48,4,2,2,1,0,1,59000
9,0,4,15,4,38,18,2,1,1,1,1,1,29000
9,0,12,25,0,25,78,2,0,4,0,1,1,128000
8,0,7,10,2,10,30,2,2,2,1,1,1,56000
8,0,10,15,4,15,24,2,1,1,1,1,1,38000
9,0,9,15,4,6,36,2,2,2,1,1,1,68000
9,0,3,5,1,41,36,2,2,2,1,0,1,29000
3,0,2,5,1,44,36,3,2,2,1,0,1,32000
3,0,5,15,4,14,30,2,2,1,1,1,1,50000
3,0,9,15,4,11,30,2,2,1,1,1,1,47000
3,0,11,15,4,9,30,1,2,1,1,1,1,47000
3,0,16,20,4,11,72,4,2,2,1,1,1,125000
3,0,13,15,4,8,24,1,1,1,1,1,1,50000
5,0,3,10,4,5,36,1,1,1,1,1,1,47000
5,0,7,10,2,25,12,3,0,2,0,1,1,14000
3,0,7,20,4,5,72,3,2,2,1,1,1,77000
3,0,13,15,4,15,24,2,2,1,1,1,1,35000
3,0,4,10,2,5,30,2,1,1,1,1,1,50000
3,0,13,15,4,9,42,2,2,1,1,1,1,56000
3,0,7,15,4,24,48,3,2,2,1,1,1,38000
5,0,8,10,2,5,24,2,1,1,1,0,1,35000
5,0,12,20,4,3,78,3,2,2,1,1,1,92000
5,0,12,15,4,6,48,2,2,1,1,1,1,74000
3,0,8,10,2,16,18,1,1,1,1,1,1,32000
5,0,2,5,1,7,36,3,2,2,1,1,1,35000
5,0,5,10,2,11,54,5,2,3,1,1,0,47000
5,0,5,10,2,25,36,3,2,2,1,1,1,29000
5,0,1,5,1,40,36,3,2,2,1,1,0,32000
3,0,3,15,4,13,48,2,2,2,1,1,1,71000
8,0,-1,10,2,40,126,3,0,3,0,1,0,107000
9,0,12,20,4,14,12,1,1,1,1,1,1,23000
8,0,10,15,4,13,12,5,0,1,0,1,1,23000
9,0,7,15,4,20,60,2,2,2,1,0,1,47000
9,0,2,5,1,33,36,6,1,2,1,0,1,47000
8,0,7,15,4,14,48,4,1,2,1,0,1,44000
8,0,4,10,0,27,48,3,0,2,0,0,0,47000
9,0,12,40,0,32,30,2,1,2,1,1,1,92000
1,0,8,20,4,8,66,2,2,2,1,1,1,107000
4,0,6,15,4,15,30,3,2,2,1,1,1,41000
11,0,20,30,4,4,24,1,2,1,1,1,1,32000
11,0,23,30,4,5,66,4,2,2,1,1,1,50000
4,0,6,10,2,9,36,2,2,2,1,0,1,59000
7,0,11,15,4,5,42,3,1,2,1,1,1,59000
2,0,1,5,1,15,36,3,0,1,0,0,0,65000
2,0,6,10,3,5,18,1,0,1,1,0,1,32000
2,0,4,10,3,5,18,1,1,1,1,0,1,32000
2,0,4,10,3,5,24,1,1,1,1,0,1,35000
2,0,4,5,1,15,42,4,2,2,1,0,0,32000
2,0,3,5,1,49,36,3,2,2,1,0,0,29000
2,0,5,20,4,35,42,3,2,2,1,1,0,35000
2,0,11,15,0,29,66,4,1,2,1,1,1,68000
2,0,3,10,2,12,36,1,1,1,1,0,1,56000
6,0,9,10,2,15,36,3,2,2,1,1,1,35000
2,0,1,15,4,3,36,3,0,1,1,0,0,77000
0,0,10,15,4,8,54,3,2,2,1,1,1,92000
0,0,2,15,4,34,54,4,2,2,1,1,1,80000
8,0,1,5,1,15,36,3,0,2,0,0,1,107000
9,0,2,5,1,50,24,3,0,1,0,0,1,20000
2,0,4,10,2,15,60,4,2,2,1,0,1,62000
2,0,2,15,0,33,48,6,2,2,1,1,0,68000
2,0,15,15,4,33,54,1,1,1,1,0,1,74000
2,0,10,10,2,15,66,5,0,4,0,0,1,101000
2,0,5,10,3,5,18,1,1,1,1,0,1,35000
2,0,7,15,4,15,54,4,2,2,1,1,0,62000
2,0,4,5,1,15,42,3,2,2,1,0,0,32000
6,0,16,35,4,5,72,4,2,2,1,1,1,53000
6,0,20,35,4,5,72,4,2,2,1,1,1,59000
0,0,1,5,1,38,42,2,1,2,1,0,0,41000
10,0,1,20,4,20,12,3,0,1,0,0,1,20000
10,0,1,20,4,20,12,4,0,3,0,0,0,20000
9,0,9,15,4,15,18,2,1,2,1,1,1,35000
8,0,1,15,4,38,102,5,0,2,0,0,0,137000
9,0,6,15,4,13,30,2,2,1,1,0,1,50000
10,0,8,25,4,6,90,3,2,2,1,1,1,101000
0,0,5,5,1,40,30,3,2,2,1,0,0,26000
7,0,7,10,2,14,18,3,3,3,1,1,1,14000
0,0,5,10,2,35,42,3,1,2,1,1,1,62000
7,0,3,5,1,48,30,3,2,1,1,0,1,23000
7,0,4,5,1,39,42,3,2,2,1,0,1,23000
1,0,5,5,1,35,24,2,1,1,1,0,0,20000
1,0,2,20,4,8,48,2,1,1,1,1,1,83000
4,0,5,10,2,10,30,2,1,1,1,1,1,56000
1,0,7,20,4,11,18,1,1,1,1,1,1,32000
11,0,2,20,4,5,30,2,1,1,1,1,1,29000
1,0,3,20,4,8,48,2,1,1,1,0,1,71000
11,0,13,30,3,4,24,1,1,1,1,0,1,32000
5,0,4,5,1,32,36,3,2,2,1,1,0,26000
5,0,4,5,1,35,6,4,4,4,1,0,1,11000
3,0,4,15,3,15,18,1,1,1,1,1,1,29000
5,0,10,15,4,12,18,1,1,1,1,1,1,20000
3,0,7,15,4,4,24,2,1,1,1,1,1,65000
3,0,7,10,0,5,60,5,0,4,0,1,0,101000
3,0,5,15,0,8,24,3,0,3,0,0,0,32000
3,0,7,15,4,13,24,2,1,1,1,0,1,35000
3,0,4,20,4,34,24,2,1,1,1,0,1,35000
3,0,6,10,2,6,36,2,1,1,1,0,1,53000
5,0,7,10,2,14,66,4,2,2,1,1,1,62000
5,0,5,10,2,10,36,2,1,1,1,1,1,23000
3,0,9,15,4,31,42,4,2,2,1,1,1,41000
3,0,10,15,0,43,18,3,0,1,0,1,1,26000
5,0,6,10,2,13,30,2,2,1,1,1,1,35000
3,0,9,15,4,10,36,1,1,1,1,1,1,62000
3,0,14,15,0,42,36,4,0,1,0,1,1,50000
3,0,5,15,4,36,36,2,1,1,1,1,0,35000
5,0,8,15,4,12,54,2,2,2,1,1,1,41000
1,0,11,15,4,13,48,2,2,2,1,1,1,44000
7,0,2,10,2,31,36,3,2,2,1,1,1,32000
9,0,15,25,4,8,138,3,2,3,1,1,1,320000
8,0,5,10,2,34,48,3,2,2,1,0,1,65000
9,0,2,30,3,27,24,1,1,1,1,1,1,32000
9,0,18,30,4,13,114,3,2,3,1,1,1,182000
8,0,6,15,4,12,24,2,2,1,1,1,1,35000
8,0,3,15,4,7,18,1,0,1,0,1,1,32000
9,0,2,10,2,28,48,4,2,2,1,1,1,65000
4,0,3,5,1,15,12,3,3,3,1,0,1,14000
4,0,9,15,4,11,18,1,1,1,1,1,1,29000
2,0,4,15,4,31,48,4,2,2,1,1,0,50000
2,0,6,10,2,39,42,3,0,1,0,1,0,41000
2,0,5,15,4,15,24,1,1,1,1,1,0,29000
2,0,1,5,1,15,42,3,2,2,1,0,1,50000
2,0,3,10,2,37,36,3,2,2,1,0,1,41000
2,0,11,15,4,12,24,2,2,2,1,0,1,44000
2,0,6,10,2,9,36,1,1,2,1,0,1,44000
2,0,10,15,4,15,54,3,2,2,1,0,1,41000
2,0,10,15,4,15,72,3,0,1,0,1,0,80000
2,0,1,5,1,15,24,3,0,1,1,0,0,44000
2,0,6,10,2,39,36,2,2,2,1,1,1,44000
6,0,5,15,4,13,24,2,1,1,1,1,0,23000
4,0,5,10,2,23,24,2,1,1,1,1,0,20000
4,0,5,10,2,15,48,3,2,2,1,1,1,38000
3,0,3,15,0,39,24,1,0,1,0,0,0,32000
9,0,3,15,4,20,66,4,2,2,1,0,1,65000
9,0,7,15,4,6,36,1,2,2,1,0,1,77000
8,0,6,20,4,32,54,3,2,2,1,0,1,59000
8,1,9,15,0,28,138,2,0,1,0,1,1,176000
0,0,8,30,4,25,78,3,2,2,1,1,1,122000
7,0,10,15,4,7,60,3,2,2,1,1,1,59000
7,0,8,25,4,8,132,4,2,2,1,1,1,212000
0,0,6,15,0,5,144,1,0,2,0,1,0,152000
4,0,3,15,0,46,30,2,0,2,0,1,0,32000
1,0,12,15,4,10,36,2,1,2,1,1,1,56000
1,0,3,5,1,43,18,2,1,1,1,0,1,11000
1,0,12,20,4,11,30,2,1,1,1,1,1,56000
1,0,10,15,4,44,24,1,1,1,1,1,1,29000
3,0,4,15,4,6,60,3,2,2,1,0,1,95000
3,0,6,10,2,8,24,2,1,2,1,0,1,50000
3,0,11,15,4,11,36,2,1,1,1,1,1,44000
3,0,11,15,4,9,24,1,1,1,1,1,1,32000
3,0,5,15,4,5,24,2,1,2,1,1,1,56000
3,0,3,15,4,21,24,1,2,1,1,0,1,35000
3,0,7,10,2,8,30,2,1,2,1,1,1,41000
3,0,2,15,4,12,54,3,2,2,1,0,1,86000
3,0,13,15,4,12,24,1,1,1,1,1,1,38000
5,0,5,5,1,33,42,3,2,2,1,0,1,26000
3,0,5,15,4,38,12,3,0,3,0,0,1,11000
3,0,6,15,4,4,48,1,1,1,1,1,1,62000
3,0,12,15,4,5,24,2,2,1,1,0,1,47000
3,0,2,15,4,4,30,2,2,1,1,0,1,65000
3,0,9,10,2,5,48,3,3,2,1,1,1,80000
3,0,7,15,4,20,30,3,2,2,1,0,1,47000
5,0,4,10,2,11,36,2,1,1,1,0,1,41000
3,0,11,15,4,15,18,1,1,2,1,1,1,32000
5,0,7,15,4,13,60,3,0,3,0,1,1,65000
11,0,3,5,1,45,18,2,1,1,1,0,1,17000
0,0,5,15,0,5,174,3,1,3,1,1,0,182000
7,0,5,10,1,39,18,1,1,1,1,0,1,11000
7,0,3,10,2,11,60,3,2,2,1,0,1,65000
0,0,3,15,4,12,54,3,2,2,1,1,1,80000
9,0,3,15,4,7,90,3,2,3,1,1,1,140000
9,0,6,15,4,15,12,1,1,1,1,0,1,26000
8,0,8,15,4,6,36,2,2,1,1,1,1,65000
9,0,3,15,4,22,54,4,0,1,0,1,0,65000
8,0,4,15,4,11,18,1,2,1,1,1,1,32000
9,0,15,25,4,16,60,2,1,2,1,1,1,167000
8,0,8,20,0,35,72,2,1,1,1,1,1,128000
3,0,21,25,4,7,54,3,2,2,1,0,1,89000
4,0,1,5,1,15,24,2,1,1,1,0,1,38000
2,0,-1,10,2,15,54,4,0,3,0,1,1,47000
2,0,9,15,4,15,36,3,2,1,1,0,1,41000
2,0,5,25,4,31,72,1,1,1,1,1,1,101000
2,0,4,10,3,14,18,1,1,1,1,0,1,29000
2,0,10,15,4,12,12,1,1,1,1,1,1,29000
2,0,5,10,2,7,36,3,2,2,1,1,1,95000
2,0,2,5,1,15,24,3,2,1,1,0,1,20000
2,0,1,5,1,37,42,2,2,2,1,0,0,38000
2,0,11,20,4,24,60,4,2,2,1,1,1,53000
2,0,5,10,2,37,36,3,2,2,1,1,1,59000
2,0,12,15,0,15,66,2,0,3,1,1,0,122000
2,0,2,25,0,38,78,3,0,2,0,1,0,122000
2,0,2,15,4,51,66,4,0,4,0,1,1,104000
6,0,5,15,4,37,30,2,2,1,1,0,1,20000
6,0,7,10,2,38,48,3,0,2,0,0,0,44000
9,0,6,10,2,22,60,3,2,2,1,0,1,53000
2,0,4,10,2,33,48,4,2,2,1,0,1,71000
8,0,3,5,1,15,36,3,2,1,1,0,0,32000
8,0,7,10,2,36,18,2,2,1,1,1,1,32000
9,0,3,15,4,30,36,2,2,1,1,0,1,29000
8,0,4,5,1,43,24,3,1,1,1,0,1,17000
8,0,4,10,2,35,42,3,2,2,1,1,1,71000
8,0,6,10,2,37,48,3,2,2,1,1,1,41000
8,0,7,15,0,27,84,5,0,2,1,1,0,110000
9,0,11,15,4,15,18,1,2,2,1,1,1,44000
0,0,10,15,4,12,102,4,2,4,1,1,1,149000
0,0,4,10,2,35,42,3,2,2,1,1,1,62000
7,0,10,25,4,17,36,1,2,2,1,1,1,32000
1,0,1,10,0,32,30,3,0,1,0,1,0,41000
1,0,13,15,4,5,42,3,2,2,1,1,1,95000
11,0,1,10,0,34,42,4,0,3,0,0,1,62000
1,0,10,10,0,28,30,4,0,3,0,1,0,29000
3,0,14,15,4,10,66,3,2,2,1,1,1,89000
5,0,1,5,1,15,30,2,2,2,1,0,1,44000
3,0,4,10,2,40,12,3,0,1,0,1,1,17000
5,0,17,25,4,13,66,3,2,2,1,1,1,56000
2,0,2,10,2,51,78,3,0,4,0,1,0,101000
2,0,6,10,2,37,54,4,2,2,1,1,1,56000
2,0,13,15,4,9,84,4,2,3,1,1,1,116000
2,0,5,5,1,15,36,2,2,2,1,0,1,29000
2,0,4,10,2,33,48,3,2,2,1,0,1,59000
2,0,6,10,2,15,60,3,2,2,1,0,1,62000
3,0,9,15,4,8,24,1,1,1,1,1,1,41000
5,0,5,15,0,19,264,1,0,4,1,1,0,347000
3,0,1,15,0,12,78,1,0,1,0,1,0,161000
3,0,1,15,0,12,78,3,0,1,0,1,0,209000
5,0,5,15,4,5,30,2,1,1,1,0,1,41000
3,0,10,15,0,42,24,4,0,1,0,0,1,32000
5,0,-1,15,0,29,84,4,0,1,0,1,0,65000
3,0,13,15,4,9,30,2,1,2,1,1,1,65000
3,0,3,10,3,23,12,1,1,1,1,1,1,17000
4,0,6,10,2,15,18,5,0,4,0,1,1,20000
4,0,9,10,2,39,18,5,0,2,0,1,1,23000
11,0,13,15,0,22,12,1,0,3,0,1,1,14000
4,0,2,5,1,16,12,2,1,1,1,0,1,26000
1,0,2,20,4,18,66,3,1,2,1,1,1,62000
4,0,3,15,3,13,12,1,0,1,1,1,1,20000
7,0,1,5,1,43,48,4,0,1,0,0,0,35000
9,0,6,30,0,27,48,3,1,2,1,1,0,50000
8,0,1,5,1,52,12,3,1,1,1,0,0,17000
8,0,1,5,1,52,12,3,1,1,1,0,0,11000
9,0,36,50,0,5,90,3,0,3,0,1,0,332000
9,0,8,15,0,13,102,4,0,2,0,1,0,86000
9,0,3,10,2,28,42,5,2,2,1,1,1,35000
9,0,3,10,2,12,24,2,2,1,1,0,1,41000
9,0,2,10,2,12,24,2,2,1,1,0,1,41000
9,0,7,25,4,26,66,4,2,2,1,1,1,71000
8,0,4,20,4,11,18,3,0,4,0,1,0,23000
9,0,9,15,4,43,48,3,1,1,1,1,0,62000
10,0,1,10,2,25,42,2,3,2,1,0,0,65000
10,0,3,5,1,15,30,3,2,1,1,0,0,20000
7,0,1,10,2,5,54,3,2,2,1,1,1,41000
3,0,12,15,4,9,30,1,1,1,1,1,1,65000
3,0,10,15,4,24,60,3,2,2,1,1,1,68000
3,0,11,15,4,9,30,1,1,1,1,1,1,68000
5,0,13,15,4,9,78,3,2,2,1,1,1,89000
3,0,8,15,0,35,42,3,0,4,0,1,0,53000
2,0,7,15,4,32,12,1,1,1,1,1,1,20000
2,0,3,5,1,15,36,4,0,2,0,0,0,32000
2,0,1,10,2,15,24,4,0,2,0,0,0,62000
3,0,1,15,0,25,24,3,0,1,0,1,0,41000
4,0,6,10,2,32,36,3,2,2,1,1,1,26000
6,0,1,5,1,15,30,3,1,1,1,0,0,29000
6,0,5,5,1,36,12,1,0,3,1,0,1,8000
5,0,12,15,4,12,36,3,2,2,1,1,0,29000
5,0,2,15,4,11,54,4,2,2,1,1,0,35000
3,0,12,15,3,32,12,1,1,1,1,1,0,17000
3,0,3,10,3,36,12,1,1,1,1,1,1,14000
3,0,8,10,4,3,30,2,2,1,1,1,1,62000
5,0,8,10,4,31,30,2,2,1,1,0,0,26000
3,0,6,15,0,33,96,3,1,2,1,1,1,98000
3,0,4,10,2,30,48,4,1,3,1,1,1,50000
3,0,6,15,0,18,72,4,0,1,0,1,0,131000
3,0,8,10,4,3,30,1,1,1,1,1,1,65000
3,0,4,15,4,13,60,3,2,2,1,1,1,68000
3,0,9,20,4,11,24,1,1,1,1,1,1,47000
3,0,8,15,4,11,24,2,1,1,1,1,1,56000
3,0,10,15,3,23,12,1,1,1,1,1,1,14000
1,0,11,20,4,11,42,3,1,2,1,1,1,74000
11,0,2,5,1,50,24,3,2,1,1,0,1,20000
4,0,4,10,0,46,78,9,1,4,1,1,1,101000
0,0,11,15,4,39,30,3,2,2,1,1,1,26000
0,0,8,15,3,12,18,1,1,1,1,1,0,23000
0,0,4,10,2,36,60,4,2,3,1,1,0,56000
8,0,2,20,4,33,42,4,2,2,1,1,0,47000
8,0,11,15,3,12,18,1,1,1,1,1,1,41000
8,0,3,5,1,49,36,3,2,1,1,0,1,20000
9,0,3,20,0,27,54,3,1,1,1,1,1,89000
8,0,4,15,4,34,54,3,1,1,1,1,0,62000
9,0,5,10,0,28,36,1,1,2,1,1,0,53000
8,0,4,15,0,17,54,2,1,3,1,1,0,77000
8,0,2,15,0,32,30,4,0,1,0,1,0,26000
9,0,1,10,1,33,60,3,2,2,1,0,0,50000
9,0,1,5,1,15,48,5,0,4,0,0,0,155000
8,0,3,10,2,35,42,3,2,2,1,0,0,41000
8,0,5,15,4,43,36,3,0,3,0,1,0,35000
8,0,2,15,0,41,48,3,0,1,0,1,0,56000
7,0,4,15,4,35,48,4,2,2,1,1,1,29000
0,0,1,5,1,53,36,3,0,3,0,0,0,41000
1,0,2,10,2,39,48,5,0,1,0,0,1,44000
1,0,2,15,3,5,24,1,1,1,1,1,1,35000
1,0,6,15,0,31,60,2,0,1,0,1,0,74000
3,0,4,15,3,12,12,1,1,1,1,1,1,26000
3,0,2,15,3,12,12,1,1,1,1,1,1,20000
3,0,5,15,0,40,48,3,0,1,0,1,0,38000
3,0,7,15,4,15,30,2,1,1,1,1,1,47000
3,0,3,5,1,49,24,2,1,1,1,1,0,17000
3,0,1,5,1,48,18,1,1,1,1,0,0,23000
3,0,11,15,4,20,48,4,2,2,1,1,0,41000
3,0,3,15,4,39,42,3,1,2,1,1,0,50000
3,0,1,10,4,37,48,4,0,1,0,1,0,59000
3,0,2,15,0,39,18,4,0,4,0,1,0,20000
2,0,2,15,0,15,60,3,0,1,0,1,0,80000
2,0,4,5,1,48,36,4,2,2,1,0,0,44000
2,0,6,15,0,36,30,4,0,1,0,1,0,50000
4,0,1,5,1,15,30,4,2,2,1,0,1,20000
6,0,4,10,2,5,30,3,2,1,1,1,1,29000
2,0,8,15,0,39,30,3,0,4,0,1,0,32000
5,0,3,5,1,15,30,3,2,2,1,0,0,20000
5,0,7,10,2,10,54,5,2,3,1,1,0,59000
3,0,5,15,4,8,24,1,1,1,1,1,1,44000
3,0,5,15,4,39,30,2,2,1,1,1,1,32000
3,0,1,10,2,31,48,4,0,1,0,0,0,71000
3,0,15,20,4,34,30,2,2,2,1,1,1,50000
3,0,10,15,4,11,24,2,2,1,1,1,1,47000
3,0,10,15,4,19,36,3,1,1,1,1,1,41000
3,0,6,20,4,11,66,4,2,2,1,1,1,71000
3,0,3,10,2,10,24,1,2,1,1,1,1,35000
3,0,6,15,4,8,24,2,1,1,1,1,1,47000
3,0,4,15,4,11,96,3,2,2,1,1,1,176000
5,0,5,15,4,24,60,4,2,2,1,1,0,41000
5,0,2,10,2,6,24,3,1,1,1,1,1,50000
5,0,8,10,2,5,24,2,1,1,1,1,1,32000
3,0,11,15,4,7,48,3,2,2,1,1,1,77000
3,0,9,15,4,13,48,3,2,2,1,1,1,101000
5,0,3,5,1,35,30,2,2,2,1,0,1,26000
1,0,7,15,4,12,18,1,1,1,1,1,1,26000
1,0,2,15,0,42,108,3,0,2,1,1,1,122000
1,0,14,20,4,11,24,2,1,1,1,1,1,41000
4,0,13,20,4,11,30,1,1,1,1,1,1,50000
0,0,4,5,1,36,42,4,2,2,1,1,1,35000
0,0,6,10,2,39,42,3,2,2,1,1,1,65000
0,0,10,30,4,25,78,3,2,2,1,1,0,134000
0,0,1,5,2,13,108,4,2,3,1,1,0,137000
0,0,3,15,4,17,84,3,2,2,1,1,1,95000
9,0,11,15,4,13,42,3,2,2,1,1,1,53000
10,0,2,5,1,15,30,4,2,3,1,0,0,32000
9,0,9,25,4,16,60,2,1,1,1,1,1,107000
9,0,8,15,4,37,36,3,0,2,0,1,1,32000
3,0,6,10,2,16,54,3,2,2,1,1,0,53000
7,0,3,15,4,11,60,3,2,2,1,1,1,65000
7,0,9,15,4,24,72,3,2,2,1,1,1,71000
0,0,8,15,4,29,60,4,2,2,1,1,1,68000
1,0,9,15,4,7,54,3,2,2,1,1,1,77000
4,0,6,10,2,39,18,3,1,1,1,1,1,20000
4,0,2,5,1,46,42,3,2,2,1,1,0,32000
8,0,1,5,1,50,48,3,0,2,0,0,0,50000
9,0,4,5,1,41,30,3,2,1,1,0,1,20000
8,0,7,15,3,12,18,1,0,1,1,0,1,35000
9,0,9,25,4,16,78,3,2,2,1,1,0,140000
9,0,8,15,0,14,66,5,0,4,0,1,0,83000
9,0,3,10,2,29,42,3,2,2,1,0,1,38000
3,0,6,15,4,9,30,1,1,1,1,1,1,62000
5,0,2,5,1,7,66,5,2,3,1,1,0,50000
3,0,7,15,4,9,30,1,1,1,1,1,1,68000
3,0,2,15,0,39,18,2,0,3,0,1,0,20000
3,0,8,15,4,15,54,3,2,2,1,1,0,62000
3,0,6,10,2,6,24,2,1,1,1,1,1,59000
3,0,6,15,4,9,36,2,1,2,1,1,1,62000
2,0,7,15,4,10,42,3,2,2,1,0,1,62000
2,0,13,15,4,12,72,4,2,2,1,0,1,122000
2,0,8,15,4,38,48,4,2,2,1,0,1,71000
2,0,3,10,3,14,18,3,0,1,0,0,1,29000
2,0,2,15,4,14,60,4,2,2,1,0,1,65000
2,0,9,15,4,36,36,3,0,1,0,1,0,41000
4,0,2,15,4,8,36,2,1,1,1,0,1,47000
4,0,10,15,4,38,36,2,2,2,1,1,1,32000
2,0,4,15,4,15,60,5,2,3,1,1,0,53000
3,0,9,15,4,7,48,2,2,2,1,1,1,74000
5,0,5,10,0,21,90,5,2,1,1,1,1,83000
5,0,3,5,1,36,30,3,2,1,1,0,1,20000
3,0,4,10,0,10,30,3,0,3,0,1,1,47000
3,0,3,10,2,16,24,2,2,2,1,1,1,44000
3,0,11,20,0,6,126,2,0,4,0,1,0,302000
3,0,7,15,4,13,60,3,2,2,1,1,1,101000
3,0,2,5,3,15,6,1,0,1,1,0,1,11000
5,0,12,15,4,17,36,3,2,2,1,0,1,56000
3,0,5,15,3,14,18,1,1,1,1,1,1,41000
3,0,8,15,4,19,114,3,2,3,1,1,1,122000
5,0,5,10,2,5,30,2,1,1,1,1,1,38000
9,0,3,15,4,15,48,3,2,2,1,1,1,68000
9,0,3,5,1,15,54,4,2,2,1,1,1,41000
8,0,8,15,4,15,24,1,1,1,1,1,0,38000
1,0,11,15,4,39,12,1,0,1,0,0,1,14000
4,0,4,5,1,15,30,3,2,1,1,0,1,32000
4,0,5,15,4,12,174,4,2,4,1,1,1,251000
4,0,4,10,2,43,48,3,2,2,1,1,1,53000
1,0,7,15,4,38,18,1,1,1,1,1,1,17000
4,0,5,10,2,48,42,3,2,1,1,1,1,65000
0,0,2,10,2,18,60,3,2,2,1,1,1,83000
0,0,5,15,3,16,12,1,1,1,1,1,1,32000
0,0,8,15,4,12,36,2,2,1,1,1,1,74000
7,0,1,5,1,45,30,5,0,1,0,0,0,35000
7,0,1,15,4,39,306,5,0,4,0,1,0,290000
0,0,3,10,3,25,24,1,1,1,1,1,1,20000
2,0,1,5,1,15,30,1,2,1,1,0,0,35000
2,0,8,15,4,8,24,1,2,1,1,1,0,32000
2,0,6,10,2,15,54,4,2,2,1,1,0,86000
2,0,2,15,4,40,42,3,0,3,0,1,0,50000
2,0,5,10,2,35,30,2,2,2,1,0,1,41000
2,0,3,10,2,18,42,5,1,2,1,1,0,47000
2,0,8,10,2,8,30,2,2,2,1,1,1,62000
6,0,24,25,3,24,18,1,1,1,1,1,1,14000
6,0,9,15,4,18,60,5,2,2,1,1,1,38000
6,0,1,5,1,24,54,4,2,2,1,0,1,29000
2,0,3,15,4,15,18,2,2,1,1,1,1,29000
2,0,1,5,1,15,42,1,2,1,1,0,0,62000
2,0,11,15,4,30,48,3,2,2,1,1,1,50000
2,0,2,5,1,15,36,2,1,1,1,0,0,53000
2,0,1,5,2,14,24,3,2,3,1,0,1,44000
7,0,5,10,2,40,42,3,2,2,1,1,1,35000
11,0,4,5,1,43,30,3,1,1,1,0,0,17000
11,0,4,5,1,34,18,1,1,1,1,0,0,11000
4,0,8,15,0,29,138,3,0,2,1,1,0,2e+05
8,0,1,5,1,15,30,5,0,2,0,0,0,47000
9,0,2,15,4,8,54,2,2,2,1,1,1,77000
9,0,3,15,0,15,24,2,2,1,1,1,1,35000
9,0,2,10,2,29,30,3,2,1,1,1,1,29000
5,0,6,10,2,5,30,2,1,1,1,1,1,32000
3,0,7,10,2,23,60,2,2,2,1,0,1,47000
