鄉鎮市區,有無車位,租賃層次,總樓層數,建物型態,屋齡,坪數,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,有無附傢俱,總額元
5,0,6,20,4,3,60,3,2,2,1,1,1,53000
3,0,5,20,0,17,660,2,0,2,0,1,0,1274000
3,0,10,15,4,9,30,2,1,1,1,1,1,62000
3,0,13,20,4,21,18,1,1,1,1,1,1,23000
3,0,10,15,4,42,84,3,0,1,0,1,1,86000
3,1,7,10,0,5,102,2,0,1,0,1,1,155000
3,0,10,15,4,11,24,1,1,1,1,1,1,38000
3,0,6,15,4,9,36,2,1,1,1,1,1,56000
3,0,6,15,4,11,30,2,1,1,1,1,1,44000
3,0,8,15,4,16,12,1,1,1,1,0,1,32000
3,0,3,5,1,47,24,2,1,1,1,0,1,20000
3,0,6,20,0,8,138,3,0,4,0,1,0,317000
5,0,1,5,1,36,30,3,1,2,1,0,0,20000
3,0,10,10,2,20,42,2,2,1,1,1,1,35000
3,0,8,15,4,12,24,1,1,1,1,1,1,26000
5,0,12,15,4,12,60,3,2,2,1,1,1,71000
3,0,6,15,4,16,60,3,2,2,1,1,1,50000
3,0,5,15,3,11,24,1,1,1,1,1,1,50000
8,0,10,15,0,36,54,3,1,4,1,1,0,62000
9,0,4,10,2,28,48,3,2,2,1,1,0,50000
8,0,16,20,0,31,282,4,0,3,0,1,0,770000
8,0,9,15,0,10,162,3,0,4,0,1,0,365000
9,0,2,5,1,35,30,3,2,2,1,0,1,26000
8,0,6,20,4,36,36,3,2,2,1,1,1,47000
1,0,11,15,4,11,60,3,1,2,1,1,1,50000
4,0,4,15,0,15,24,4,0,3,0,1,1,41000
0,0,12,15,4,38,42,3,2,2,1,1,1,50000
0,0,12,15,4,19,60,4,1,3,1,1,1,65000
7,0,3,10,4,36,54,3,2,3,1,1,1,71000
0,0,4,10,2,35,36,3,2,2,1,1,1,53000
0,0,3,10,2,18,66,3,2,2,1,0,1,71000
0,0,8,15,4,13,72,4,2,2,1,1,1,71000
0,0,5,15,3,16,12,1,1,1,1,1,1,29000
2,0,11,15,4,33,48,4,2,2,1,1,1,50000
4,0,18,20,4,10,54,5,3,3,1,1,1,86000
6,0,4,15,4,29,48,4,2,2,1,1,1,38000
6,0,24,35,4,5,66,4,2,2,1,1,1,62000
2,0,2,15,4,33,36,2,0,2,1,1,0,38000
7,0,2,5,1,36,36,2,2,2,1,0,1,20000
2,0,3,10,2,47,60,3,0,1,0,1,0,50000
2,0,7,15,4,39,30,3,2,2,1,1,0,41000
2,0,9,15,4,12,66,4,2,2,1,1,1,101000
2,0,3,5,1,15,18,2,1,1,1,0,1,26000
2,0,12,15,4,26,48,3,2,2,1,1,1,44000
2,0,8,10,2,13,18,1,1,1,1,1,1,23000
7,0,3,15,4,3,60,4,2,2,1,1,1,29000
0,0,2,5,1,48,42,3,2,2,1,0,0,32000
1,0,7,10,0,28,24,4,0,1,0,1,0,20000
1,0,3,15,3,11,12,1,1,1,1,1,1,23000
4,0,13,15,4,35,42,3,2,2,1,1,0,38000
4,0,2,5,1,15,24,3,2,1,1,0,1,26000
4,0,3,15,4,50,78,6,1,3,1,1,0,77000
4,0,7,15,4,5,42,2,1,2,1,1,1,68000
4,0,4,10,2,4,36,2,1,2,1,1,1,50000
1,0,7,15,4,9,24,3,1,1,1,1,1,35000
9,0,5,10,2,28,54,3,2,2,1,1,1,74000
8,0,1,10,2,35,42,1,1,2,1,0,0,68000
9,0,5,5,1,15,30,3,2,2,1,0,1,20000
9,0,11,15,4,23,18,1,1,1,1,0,1,26000
8,0,6,10,2,46,42,3,2,2,1,0,0,38000
9,0,5,15,4,8,24,1,1,1,1,1,1,56000
3,0,11,15,3,16,12,1,1,1,1,1,1,32000
3,0,6,10,3,31,18,1,1,1,1,1,0,23000
5,0,1,5,1,39,48,2,0,1,0,0,1,56000
3,0,8,15,4,12,24,2,2,1,1,1,1,41000
3,0,3,15,0,24,90,3,1,2,1,1,0,86000
3,0,2,15,0,32,54,3,2,1,1,0,1,53000
3,0,6,15,4,16,48,3,2,2,1,1,1,65000
5,0,3,5,1,38,12,1,0,1,1,0,1,11000
10,0,4,10,2,21,18,1,0,1,1,0,1,14000
8,0,3,10,2,37,168,1,0,3,0,1,0,221000
4,0,8,15,4,14,30,2,2,1,1,1,1,50000
1,0,3,15,4,7,36,2,2,1,1,1,1,62000
2,0,1,10,2,15,36,1,1,1,1,0,0,74000
0,0,2,10,2,33,42,3,2,2,1,1,0,32000
6,0,6,10,2,29,66,3,2,2,1,1,1,59000
2,0,4,10,3,5,18,1,1,1,1,0,1,32000
2,0,7,20,4,33,42,3,2,2,1,1,1,41000
2,0,4,25,4,31,66,3,2,2,1,1,1,71000
2,0,2,5,1,15,42,3,2,2,1,0,1,44000
2,0,11,15,4,33,30,3,2,1,1,1,1,41000
2,0,13,20,4,12,72,3,2,2,1,1,1,182000
2,0,19,20,0,7,30,1,0,3,0,1,1,41000
0,0,5,10,2,36,66,3,2,3,1,1,1,50000
4,0,6,10,2,43,42,4,2,2,1,0,1,32000
9,0,4,10,2,15,24,2,2,1,1,0,1,23000
9,0,2,5,1,39,36,3,2,2,1,1,1,26000
9,0,3,20,3,11,18,1,1,1,1,1,1,32000
8,0,5,15,3,7,18,1,1,1,1,1,1,32000
8,0,2,15,4,43,192,3,0,1,0,1,0,284000
9,0,3,30,0,27,30,4,0,2,0,1,0,41000
9,0,8,35,0,8,294,2,1,2,1,1,1,935000
9,0,10,15,0,15,30,1,2,2,1,1,1,41000
3,0,2,10,0,43,24,2,2,1,1,0,1,26000
3,0,6,15,4,9,30,1,1,1,1,1,1,59000
5,0,3,5,1,39,36,3,2,2,1,0,1,20000
3,0,6,10,2,3,36,2,1,2,1,1,1,77000
3,0,5,10,2,12,18,2,1,1,1,1,1,47000
3,0,11,15,0,11,102,4,0,3,0,1,0,182000
5,0,3,5,2,5,24,1,1,1,1,0,1,26000
3,0,11,15,4,27,36,3,2,2,1,1,0,50000
3,0,4,15,4,50,30,2,1,1,1,1,1,47000
3,0,3,10,2,29,30,5,0,1,0,1,0,32000
3,0,11,15,0,18,66,2,0,1,0,1,0,92000
10,0,7,15,0,8,96,3,0,3,0,1,1,71000
9,0,2,15,4,12,30,3,0,1,1,0,1,26000
8,0,8,15,0,37,48,2,0,3,1,1,1,80000
8,0,11,15,0,37,54,4,0,3,0,1,0,98000
10,0,1,5,1,15,36,3,1,1,1,0,0,29000
1,0,2,5,1,46,24,2,2,1,1,0,1,23000
1,0,4,5,3,53,12,1,1,1,1,0,1,14000
1,0,7,15,4,16,12,1,1,1,1,0,1,17000
0,0,1,15,4,22,138,5,3,3,1,1,0,161000
7,0,2,20,4,17,60,3,2,2,1,1,1,56000
0,0,9,15,4,12,18,1,0,1,1,1,1,26000
2,0,6,10,2,15,18,2,2,1,1,1,1,44000
2,0,8,15,3,14,12,1,1,1,1,1,1,26000
2,0,1,5,1,15,42,3,0,3,0,0,1,101000
2,0,3,10,2,6,24,2,1,1,1,0,1,26000
4,0,6,10,2,7,30,2,2,1,1,1,1,38000
6,0,10,15,4,13,54,3,2,2,1,0,1,41000
2,0,4,10,2,15,60,3,2,2,1,1,1,62000
2,0,10,15,4,3,72,4,2,3,1,0,0,65000
0,0,7,15,4,16,30,3,2,2,1,1,1,53000
0,0,1,10,2,41,54,2,0,4,0,1,0,77000
7,0,5,15,4,13,42,3,2,2,1,1,1,29000
7,0,16,25,4,5,72,3,2,2,1,1,1,92000
7,0,16,25,4,5,72,2,2,2,1,1,1,92000
4,0,17,20,4,11,36,2,1,1,1,1,1,68000
1,0,4,15,4,7,42,2,1,2,1,1,1,62000
1,0,6,15,4,14,30,2,1,1,1,1,1,65000
9,0,5,15,4,14,18,1,2,1,1,1,1,44000
9,0,17,25,4,16,60,1,1,2,1,1,1,170000
8,0,1,5,1,15,30,1,0,1,0,0,0,35000
9,0,9,15,4,13,30,2,2,2,1,1,1,53000
10,0,5,5,1,15,36,3,2,1,1,0,1,26000
3,0,15,20,4,11,24,1,1,1,1,1,1,50000
3,0,10,25,4,3,54,2,1,2,1,1,1,86000
3,0,6,10,2,24,24,1,1,1,1,1,0,26000
3,0,8,10,2,16,42,3,2,2,1,1,1,80000
3,0,2,5,1,15,24,2,2,1,1,0,1,29000
3,0,9,15,0,23,120,6,0,4,1,1,0,179000
3,0,4,10,0,18,222,5,0,2,0,1,0,401000
3,1,10,15,2,25,12,1,0,1,1,0,1,17000
3,0,11,15,4,11,90,4,2,2,1,1,0,116000
3,0,11,15,0,43,66,4,1,2,1,1,1,65000
2,0,9,15,4,24,18,1,1,1,1,0,1,23000
2,0,1,15,4,22,24,2,2,1,1,1,1,20000
2,0,1,15,4,22,12,1,0,4,1,1,1,8000
2,0,1,10,2,15,66,2,2,2,1,0,1,107000
2,0,4,15,3,13,12,1,1,1,1,0,1,20000
4,0,2,10,2,5,24,2,1,1,1,0,1,44000
4,0,5,15,4,30,66,5,1,2,1,0,1,98000
3,0,7,10,2,10,48,2,2,2,1,0,1,80000
3,0,4,10,2,8,60,3,2,2,1,0,1,56000
3,0,15,20,4,24,24,2,2,1,1,1,1,26000
3,0,7,15,4,10,96,4,2,3,1,0,1,80000
5,0,9,15,4,13,84,3,2,2,1,1,1,101000
8,0,12,15,3,12,18,1,1,1,1,0,1,32000
9,0,7,10,3,11,12,1,1,1,1,0,1,26000
9,0,23,30,4,13,120,4,2,3,1,1,0,221000
1,0,4,5,1,15,12,2,1,1,1,0,1,26000
11,0,6,15,4,9,24,2,2,1,1,0,1,32000
1,0,3,15,3,7,24,1,1,1,1,0,1,41000
0,0,4,15,4,16,54,3,2,2,1,1,1,80000
0,0,3,5,1,40,36,3,2,2,1,0,1,41000
7,0,2,5,1,5,78,3,2,2,1,0,1,74000
0,0,4,5,1,36,36,2,2,2,1,0,1,32000
0,0,3,10,2,12,18,2,2,1,1,0,1,44000
0,0,9,10,4,14,60,4,2,2,1,1,1,86000
0,0,4,10,2,24,60,3,2,2,1,1,1,62000
0,0,4,10,2,17,60,3,2,2,1,1,1,62000
0,0,6,10,2,24,60,3,2,2,1,1,1,65000
0,0,6,10,2,19,60,4,2,2,1,1,1,62000
0,0,4,15,4,12,54,3,2,2,1,1,1,89000
0,0,1,5,1,46,24,4,0,1,0,0,0,68000
7,0,5,5,1,42,36,3,2,2,1,0,1,23000
4,0,4,15,0,40,48,3,0,1,0,0,0,56000
4,0,14,15,4,5,18,1,1,1,1,1,1,32000
9,0,6,15,4,13,30,2,1,1,1,1,1,59000
8,0,1,5,1,35,36,3,0,2,0,0,0,62000
8,0,13,15,0,37,48,2,0,1,1,1,0,92000
8,0,5,15,0,37,222,4,0,3,0,1,0,347000
3,0,11,15,4,9,48,2,2,2,1,1,1,77000
3,0,5,15,4,14,24,2,2,1,1,1,1,47000
3,0,4,15,4,8,54,2,2,1,1,1,1,77000
3,0,3,10,2,10,24,2,2,1,1,1,1,35000
3,0,2,15,4,4,24,2,1,1,1,1,1,65000
3,0,10,15,3,8,30,1,1,1,1,1,1,32000
3,0,5,15,4,5,24,2,2,2,1,0,1,44000
3,0,14,20,4,11,24,1,2,1,1,1,1,53000
3,0,11,15,4,11,12,1,1,1,1,1,1,23000
3,0,4,10,2,5,24,2,2,1,1,1,1,53000
3,0,5,15,4,12,12,1,1,1,1,0,1,17000
3,0,3,15,4,13,30,2,1,1,1,1,1,50000
5,0,9,15,4,4,30,2,1,1,1,1,1,32000
6,0,2,5,1,15,30,3,2,1,1,0,1,20000
2,0,7,15,4,33,48,4,2,2,1,1,1,50000
2,0,2,10,0,15,66,4,0,1,1,1,0,116000
2,0,10,15,4,3,30,2,1,1,1,1,0,35000
2,0,10,15,4,3,42,2,1,1,1,1,0,44000
2,0,12,15,0,15,54,1,2,2,1,1,1,80000
2,0,3,5,1,15,36,3,2,2,1,1,0,32000
2,0,11,15,4,36,48,4,2,2,1,1,0,47000
2,0,12,20,4,12,24,2,1,1,1,1,1,50000
2,0,7,20,0,34,270,1,0,1,0,1,0,434000
2,0,4,15,0,34,66,3,0,1,0,1,0,137000
4,0,5,15,4,31,36,3,0,1,0,1,0,41000
4,0,6,15,4,38,48,3,2,2,1,1,1,50000
3,0,8,15,0,10,78,4,2,2,1,1,1,107000
3,0,7,20,4,34,54,3,2,2,1,1,1,50000
3,0,14,20,4,11,24,1,1,1,1,1,1,50000
3,0,3,15,4,10,18,1,1,1,1,1,1,23000
3,0,11,15,0,15,72,1,0,4,0,1,0,116000
3,0,2,10,2,36,42,3,2,2,1,0,0,38000
8,0,6,10,2,36,54,2,2,3,1,0,1,53000
8,0,7,15,4,15,18,1,1,1,1,1,0,20000
8,0,7,15,0,29,96,3,0,4,0,1,0,110000
11,0,8,30,4,8,60,3,2,2,1,1,1,65000
1,0,10,20,4,11,30,2,2,1,1,1,1,44000
4,0,7,10,2,10,90,3,2,2,1,1,1,101000
11,0,2,5,1,15,18,1,2,1,1,0,1,14000
0,0,1,5,1,39,18,5,0,1,0,0,0,35000
7,0,4,5,1,42,36,3,2,2,1,0,1,20000
7,0,1,15,4,5,78,3,2,2,1,1,1,155000
7,0,2,10,2,27,54,4,2,2,1,1,1,35000
0,0,8,15,4,20,54,2,2,2,1,1,1,44000
7,0,16,25,4,5,78,2,2,2,1,1,1,71000
0,0,9,15,4,13,78,4,2,2,1,1,1,71000
7,0,5,15,4,26,36,1,1,1,1,1,1,17000
7,0,1,15,4,17,36,3,0,1,0,0,0,35000
0,0,1,5,1,44,24,4,2,1,1,0,1,14000
11,0,18,30,4,8,54,2,2,2,1,1,1,89000
11,0,6,15,4,5,54,2,2,1,1,1,1,50000
10,1,8,15,0,16,78,2,0,1,0,1,0,128000
9,0,7,15,4,13,30,2,2,2,1,1,1,50000
9,0,1,5,1,15,30,2,0,3,0,0,1,53000
8,0,6,20,4,36,36,2,2,2,1,1,1,44000
9,0,14,20,4,14,18,1,1,1,1,1,1,23000
9,0,5,10,2,12,18,1,1,1,1,1,1,35000
9,0,6,15,4,35,36,2,2,2,1,1,1,26000
9,0,4,5,1,39,24,2,2,1,1,0,0,29000
5,1,2,10,0,11,84,1,0,4,1,1,0,92000
5,0,5,15,0,25,54,2,1,4,1,1,1,59000
5,1,2,15,0,14,78,1,0,3,1,1,0,101000
6,0,6,15,4,17,18,2,1,1,1,1,1,20000
4,0,3,15,4,7,30,2,1,1,1,1,1,47000
0,0,6,15,4,9,66,3,2,2,1,1,1,95000
2,0,9,15,4,24,18,1,1,1,1,1,1,20000
2,0,2,15,4,12,54,4,2,2,1,1,1,89000
2,0,2,10,2,15,90,3,2,2,1,1,1,89000
2,0,4,15,4,10,72,3,2,2,1,1,1,80000
2,0,4,10,2,39,54,4,2,2,1,0,1,59000
2,0,3,10,2,11,18,2,1,1,1,0,1,35000
2,0,5,10,2,34,36,3,2,2,1,0,1,32000
2,0,7,10,2,38,18,1,1,1,1,1,1,32000
2,0,5,10,2,39,42,3,2,2,1,0,1,44000
2,0,3,10,2,15,36,3,2,2,1,1,0,41000
4,0,6,20,4,3,36,2,1,1,1,1,0,32000
4,0,8,15,3,14,12,1,1,1,1,0,1,17000
4,0,6,10,2,4,30,2,1,1,1,1,1,50000
5,0,7,10,2,10,24,2,1,1,1,1,0,35000
3,0,7,15,4,14,18,1,1,1,1,1,1,29000
3,0,9,15,4,5,24,2,1,2,1,1,1,41000
3,0,11,15,4,9,30,2,1,1,1,1,1,59000
3,0,12,20,3,10,18,1,1,1,1,1,1,35000
5,0,8,25,4,13,48,3,2,2,1,1,1,59000
3,0,8,20,4,10,30,2,2,2,1,1,1,62000
3,0,6,15,3,39,12,1,0,1,1,1,1,14000
3,0,4,15,4,9,36,3,2,1,1,1,1,65000
3,0,10,10,2,18,24,2,1,2,1,1,1,35000
8,0,14,20,4,11,18,1,1,1,1,0,1,32000
10,1,11,15,4,8,72,3,2,2,1,1,0,47000
8,0,1,10,2,35,48,4,1,2,1,1,0,74000
9,0,10,10,2,15,60,3,2,2,1,1,1,101000
11,0,4,20,4,9,66,3,2,2,1,0,1,53000
7,0,9,15,4,5,60,3,2,2,1,1,1,74000
0,0,1,5,1,42,36,3,2,2,1,0,0,32000
7,0,5,20,4,5,18,1,1,1,1,1,1,23000
7,0,8,15,0,14,18,1,1,1,1,1,1,23000
0,0,1,5,1,51,24,1,2,1,1,1,1,8000
3,0,1,10,2,35,60,3,1,1,1,1,0,47000
4,0,3,10,2,9,18,1,1,1,1,1,0,23000
2,0,7,15,0,37,48,2,1,2,1,1,1,65000
2,0,9,15,0,8,102,1,1,2,1,1,1,194000
9,0,1,5,1,35,36,3,2,2,1,1,1,32000
8,0,11,15,0,35,30,2,1,2,1,1,1,41000
8,0,-1,20,0,28,198,1,1,2,1,1,1,260000
3,0,14,15,4,24,12,1,1,1,1,1,0,14000
5,0,2,5,1,40,30,3,2,2,1,0,1,29000
3,0,10,15,0,18,90,2,0,4,0,1,0,158000
3,0,10,15,0,18,126,2,0,2,0,1,0,221000
5,0,5,5,1,37,42,3,2,2,1,0,1,20000
3,0,1,5,1,43,48,4,0,2,0,0,0,122000
3,0,6,10,3,12,18,1,1,1,1,1,1,20000
3,0,10,15,4,4,48,2,2,1,1,0,1,62000
3,0,9,15,4,14,18,1,1,1,1,1,1,26000
3,0,3,10,2,36,48,3,2,2,1,0,0,38000
3,0,5,10,2,42,60,6,1,2,1,0,1,71000
8,0,4,15,3,12,18,1,1,1,1,1,1,26000
10,0,2,5,1,15,30,4,2,1,1,0,0,26000
9,0,5,20,0,21,66,3,0,3,0,1,0,170000
9,0,4,10,2,31,36,3,2,2,1,1,1,71000
7,0,2,10,2,6,60,5,2,3,1,1,0,56000
7,0,4,10,2,12,24,2,1,1,1,1,0,26000
7,0,3,5,1,49,30,3,2,1,1,0,1,26000
0,0,2,10,2,29,78,4,2,2,1,1,1,131000
1,0,8,15,4,40,12,1,0,2,0,0,1,11000
11,0,1,5,1,49,24,3,1,1,1,0,0,20000
2,0,6,10,3,37,12,1,1,1,1,1,1,20000
2,0,4,5,1,15,42,4,2,2,1,0,0,32000
2,0,1,5,1,15,12,3,0,2,0,0,0,14000
2,0,4,15,4,26,36,1,1,1,1,1,1,35000
2,0,4,5,1,15,30,3,2,2,1,0,1,32000
2,0,1,10,2,29,108,3,0,2,0,1,0,251000
2,0,3,10,2,29,132,3,0,4,0,1,0,251000
2,0,4,10,2,15,42,4,2,2,1,0,1,56000
2,0,7,10,2,36,54,4,2,2,1,0,1,38000
2,0,4,10,3,5,12,1,1,1,1,0,1,32000
2,0,2,10,2,36,48,4,2,2,1,0,1,41000
2,0,1,15,4,34,30,2,0,1,0,1,0,35000
4,0,2,10,2,15,36,2,2,2,1,0,0,32000
4,0,8,15,4,11,30,2,2,1,1,1,1,38000
4,0,10,15,4,20,12,1,1,1,1,0,1,23000
4,0,4,5,1,37,30,3,2,2,1,0,0,29000
4,0,4,5,1,15,42,4,2,2,1,0,1,38000
1,0,1,10,2,42,54,3,0,1,0,0,1,116000
7,0,7,10,2,38,36,3,2,3,1,0,1,50000
8,0,6,10,2,37,36,3,2,2,1,0,1,38000
8,0,3,15,4,36,36,1,0,4,0,1,0,35000
9,0,3,25,0,23,36,3,0,3,0,1,0,47000
9,0,8,10,2,42,24,2,2,1,1,0,1,35000
9,0,4,10,2,11,54,3,2,2,1,0,1,74000
8,0,10,15,4,15,18,1,1,1,1,1,1,29000
9,0,11,15,4,30,36,2,2,3,1,0,1,62000
9,0,9,15,4,28,84,4,3,3,1,1,1,56000
8,0,5,10,2,35,72,3,3,3,1,0,1,53000
9,0,9,15,4,39,30,2,2,1,1,0,1,32000
9,0,14,20,4,11,36,3,0,4,0,1,1,32000
9,1,17,30,0,27,72,2,2,2,1,1,1,92000
5,0,9,15,4,11,66,5,2,3,1,1,0,59000
3,0,11,15,0,36,54,3,1,1,1,1,1,74000
3,0,4,10,2,17,30,3,2,2,1,1,1,47000
3,0,4,15,4,6,54,3,2,2,1,0,1,95000
3,0,3,5,3,22,12,1,1,1,1,0,1,17000
3,0,9,15,3,19,12,1,1,1,1,1,1,23000
3,0,3,5,1,15,24,2,1,1,1,0,0,23000
3,0,3,5,1,48,48,4,2,2,1,0,1,44000
3,0,3,15,4,12,24,2,1,1,1,1,1,32000
3,0,15,20,4,10,24,1,1,1,1,1,1,35000
3,0,11,15,0,36,42,2,0,3,0,1,0,56000
3,0,8,15,0,37,24,3,0,2,0,1,0,35000
3,0,5,15,0,32,30,4,0,4,0,0,1,38000
9,0,9,25,0,25,60,1,0,4,0,1,1,95000
9,0,4,10,2,33,12,5,5,5,1,1,1,14000
8,0,2,10,2,34,30,2,1,1,1,1,0,29000
8,0,3,15,4,39,12,2,0,2,0,0,1,20000
8,0,1,10,2,34,24,1,1,1,1,0,1,29000
7,0,6,15,4,5,72,5,2,3,1,1,0,38000
0,0,4,5,1,43,24,4,2,1,1,0,1,17000
1,0,7,15,3,7,30,1,1,1,1,0,1,38000
1,0,2,5,1,43,24,2,1,1,1,0,0,20000
4,0,3,5,1,15,6,1,0,4,1,0,1,8000
6,0,14,20,4,20,24,2,2,1,1,1,1,20000
6,0,12,15,4,8,42,2,2,1,1,1,1,35000
4,0,1,10,2,43,54,5,0,4,0,1,0,38000
2,0,7,10,3,14,18,1,1,1,1,0,1,29000
2,0,3,10,2,13,48,3,2,2,1,1,1,56000
2,0,11,15,4,15,18,1,1,1,1,1,1,26000
2,0,1,5,1,15,42,1,0,1,1,0,0,122000
2,0,4,15,0,34,36,3,2,2,1,1,0,41000
4,0,11,15,4,42,18,1,1,1,1,1,0,14000
4,0,2,15,4,12,30,2,2,2,1,1,1,29000
4,0,13,20,4,11,24,2,1,1,1,1,1,41000
1,0,9,20,4,11,18,1,1,1,1,1,1,41000
1,0,15,20,4,11,30,2,2,1,1,1,1,53000
4,0,1,15,0,41,36,3,0,4,0,1,0,110000
4,0,6,10,2,10,36,3,2,2,1,1,1,74000
7,0,6,10,2,23,60,5,2,3,1,1,0,41000
0,0,4,10,2,7,54,3,1,3,1,0,1,86000
8,0,9,15,4,13,30,3,2,2,1,1,0,35000
9,0,1,5,1,15,18,2,1,1,1,0,1,20000
8,0,1,5,1,48,30,2,2,1,1,0,0,35000
9,0,4,35,0,8,132,4,0,4,0,1,0,455000
9,0,7,15,4,15,36,1,1,1,1,1,0,44000
10,0,12,15,4,4,42,3,2,2,1,1,0,38000
9,0,18,20,4,14,30,2,2,1,1,1,1,53000
3,0,11,15,4,14,24,1,1,1,1,1,1,44000
5,0,9,15,4,10,90,6,2,4,1,1,0,80000
3,0,3,15,0,37,78,1,0,4,0,1,0,83000
3,0,8,10,0,48,54,3,0,1,0,1,0,50000
3,0,17,20,4,11,24,1,2,1,1,1,1,44000
3,0,13,15,4,4,66,3,2,2,1,1,0,101000
3,0,9,15,4,9,30,1,1,1,1,1,1,53000
3,0,8,15,4,12,36,2,1,1,1,1,1,68000
3,0,4,15,4,50,30,2,1,1,1,1,1,47000
3,0,3,10,2,3,36,2,1,2,1,1,1,77000
3,0,14,15,4,17,90,4,2,2,1,1,1,176000
0,0,4,15,4,9,78,3,2,2,1,1,1,122000
1,0,6,20,4,11,42,2,1,2,1,1,1,80000
1,0,17,20,0,25,72,4,1,2,1,1,1,95000
1,0,12,15,4,12,30,2,2,1,1,1,1,47000
1,0,18,20,4,11,30,3,0,2,0,0,0,53000
1,0,4,15,4,10,96,4,2,3,1,1,1,77000
11,0,1,15,0,25,120,3,0,4,0,1,0,110000
0,0,1,5,1,47,6,5,5,5,1,0,1,8000
0,0,5,15,4,31,42,3,0,2,0,1,1,38000
0,0,6,10,2,35,54,4,2,2,1,1,1,71000
0,0,5,10,2,24,54,3,2,2,1,1,1,65000
0,0,2,15,4,12,36,3,2,2,1,1,1,71000
0,0,16,25,4,4,72,3,2,2,1,1,1,140000
7,0,6,10,2,13,66,3,2,2,1,1,1,56000
10,0,5,10,3,12,18,1,1,1,1,1,1,23000
9,0,8,15,4,13,42,3,2,2,1,1,1,62000
9,0,6,15,4,10,42,2,2,1,1,1,1,53000
9,0,6,15,0,17,108,2,0,4,0,1,0,341000
9,0,14,20,4,10,78,3,2,2,1,1,1,62000
3,0,11,20,4,30,24,1,1,1,1,1,1,20000
3,0,6,15,3,10,18,1,1,1,1,1,0,23000
3,0,6,15,4,9,30,1,2,1,1,1,1,56000
3,0,14,15,4,8,18,1,2,1,1,1,1,41000
3,0,14,15,4,15,48,3,2,2,1,1,1,77000
3,0,9,15,0,41,150,3,0,4,0,1,0,113000
5,0,7,20,4,10,36,2,2,2,1,1,1,50000
3,0,8,15,4,9,24,1,1,1,1,1,1,56000
5,0,9,15,4,10,72,3,2,2,1,1,1,92000
3,0,4,5,1,33,36,3,2,2,1,0,0,32000
3,0,17,20,0,6,450,5,0,2,0,1,0,1196000
3,0,5,15,4,9,30,3,2,2,1,1,1,62000
3,0,2,15,0,41,132,4,0,3,0,1,0,281000
3,0,1,15,4,5,66,3,0,3,0,1,0,158000
4,0,1,5,1,15,30,3,0,4,0,0,0,47000
6,0,3,15,4,25,84,5,3,3,1,1,1,44000
9,0,1,5,1,45,30,3,0,3,0,0,0,71000
2,0,10,15,0,36,30,3,0,1,0,1,0,59000
2,0,11,20,0,37,36,2,0,1,1,1,0,62000
2,0,4,10,2,8,24,3,2,1,1,1,1,41000
2,0,4,15,4,37,36,3,2,2,1,1,1,59000
2,0,3,20,0,30,234,5,0,3,0,1,1,455000
2,0,12,25,4,15,72,3,0,4,0,1,1,71000
2,0,11,15,4,5,54,3,2,2,1,1,1,137000
2,0,5,10,2,44,24,1,1,1,1,1,1,32000
6,0,4,10,2,26,42,4,2,2,1,1,0,26000
4,0,6,10,2,46,90,5,2,2,1,1,1,122000
3,0,5,15,4,10,66,2,2,2,1,1,1,86000
5,0,4,5,1,40,42,3,2,2,1,0,1,20000
3,0,3,15,4,6,84,4,2,3,1,1,1,122000
8,0,10,15,4,14,12,2,1,1,1,1,1,32000
10,0,12,25,0,17,198,8,1,1,1,1,0,209000
9,0,14,30,4,13,78,2,2,2,1,0,1,161000
9,0,1,5,1,34,96,3,0,2,0,0,0,101000
8,0,4,20,4,11,24,1,2,1,1,1,1,41000
0,0,3,10,2,42,96,4,3,3,1,1,0,140000
4,0,4,15,4,16,60,3,2,2,1,1,1,71000
11,0,10,15,4,5,36,3,2,2,1,1,1,35000
1,0,16,20,4,11,30,2,1,1,1,1,1,62000
1,0,8,15,0,14,66,3,2,1,1,1,1,71000
1,0,11,20,4,11,24,2,1,1,1,1,1,50000
4,0,7,10,2,38,18,4,0,4,0,0,0,14000
0,0,14,15,4,6,42,3,2,2,1,1,1,44000
0,0,2,10,2,25,60,4,2,2,1,1,1,47000
7,0,2,5,4,34,24,2,2,1,1,0,1,23000
0,0,2,10,2,16,66,4,2,2,1,1,1,74000
8,0,2,5,1,15,6,1,0,1,1,0,1,11000
9,0,6,15,4,10,42,2,1,1,1,1,1,62000
8,0,5,10,0,25,84,3,0,3,1,1,0,92000
3,0,4,15,4,12,18,2,1,1,1,1,1,41000
3,0,13,15,3,11,18,1,1,1,1,1,1,32000
3,0,3,10,2,8,24,2,1,1,1,1,1,38000
5,0,5,5,1,9,60,3,2,2,1,0,1,53000
5,0,10,20,4,10,30,2,2,1,1,1,1,47000
5,0,4,15,4,7,90,3,2,2,1,1,1,74000
3,0,9,15,0,45,282,1,1,4,1,1,0,422000
4,0,8,15,4,21,12,1,1,1,1,1,1,17000
2,0,4,10,2,15,36,3,2,2,1,0,1,47000
2,0,5,15,3,15,24,1,1,1,1,0,1,26000
2,0,8,10,2,36,48,2,2,2,1,1,1,56000
2,0,6,10,2,33,48,3,2,2,1,0,1,50000
2,0,2,15,0,25,240,13,1,2,1,1,0,410000
